Neighbourhood,From_Date,To_Date,Crime_Code,Crime_Type,Ward,City,FID
Platt,1498435200000,,2170,MISCHIEF TO PROP,11,Fredericton,673
Platt,1498867200000,,2170,MISCHIEF TO PROP,11,Fredericton,674
Platt,1499990400000,,2170,MISCHIEF TO PROP,11,Fredericton,675
Platt,1499990400000,1499990400000,2170,MISCHIEF TO PROP,11,Fredericton,676
Platt,1500076800000,1500163200000,2170,MISCHIEF TO PROP,11,Fredericton,677
Platt,1500595200000,,2170,MISCHIEF TO PROP,10,Fredericton,678
Platt,1500768000000,1500854400000,2170,MISCHIEF TO PROP,10,Fredericton,679
Platt,1501286400000,1501286400000,2170,MISCHIEF TO PROP,11,Fredericton,680
Platt,1501718400000,,2170,MISCHIEF TO PROP,11,Fredericton,681
Platt,1501804800000,1501891200000,2170,MISCHIEF TO PROP,10,Fredericton,682
Platt,1502409600000,1502409600000,2170,MISCHIEF TO PROP,10,Fredericton,683
Platt,1502928000000,1502928000000,2170,MISCHIEF TO PROP,10,Fredericton,684
Platt,1503705600000,1503705600000,2170,MISCHIEF TO PROP,11,Fredericton,685
Platt,1505779200000,,2170,MISCHIEF TO PROP,10,Fredericton,686
Platt,1506643200000,,2170,MISCHIEF TO PROP,10,Fredericton,687
Platt,1507248000000,,2170,MISCHIEF TO PROP,10,Fredericton,688
Platt,1489276800000,1489363200000,2135,MOTOR VEH THEFT,10,Fredericton,689
Platt,1492732800000,1492905600000,2135,MOTOR VEH THEFT,11,Fredericton,690
Platt,1502841600000,1502928000000,2135,MOTOR VEH THEFT,10,Fredericton,691
Platt,1495324800000,1495411200000,2140,THEFT BIKE<$5000,11,Fredericton,692
Platt,1496361600000,1496361600000,2140,THEFT BIKE<$5000,10,Fredericton,693
Platt,1497052800000,1497052800000,2140,THEFT BIKE<$5000,11,Fredericton,694
Platt,1497225600000,1497312000000,2140,THEFT BIKE<$5000,11,Fredericton,695
Platt,1497312000000,1497398400000,2140,THEFT BIKE<$5000,11,Fredericton,696
Platt,1497398400000,1497398400000,2140,THEFT BIKE<$5000,11,Fredericton,697
Platt,1497571200000,1497657600000,2140,THEFT BIKE<$5000,10,Fredericton,698
Platt,1498262400000,1498521600000,2140,THEFT BIKE<$5000,10,Fredericton,699
Platt,1499126400000,1499126400000,2140,THEFT BIKE<$5000,10,Fredericton,700
Platt,1499040000000,1499126400000,2140,THEFT BIKE<$5000,11,Fredericton,701
Platt,1499385600000,1499385600000,2140,THEFT BIKE<$5000,11,Fredericton,702
Platt,1500249600000,1500249600000,2140,THEFT BIKE<$5000,10,Fredericton,703
Downtown,1501545600000,,2140,THEFT OTH <$5000,11,Fredericton,704
Downtown,1501545600000,,2140,THEFT OTH <$5000,10,Fredericton,705
Downtown,1501977600000,,2140,THEFT OTH <$5000,11,Fredericton,706
Downtown,1501891200000,1501891200000,2140,THEFT OTH <$5000,10,Fredericton,707
Downtown,1502409600000,,2140,THEFT OTH <$5000,10,Fredericton,708
Downtown,1502755200000,,2140,THEFT OTH <$5000,11,Fredericton,709
Downtown,1503014400000,,2140,THEFT OTH <$5000,10,Fredericton,710
Downtown,1503014400000,,2140,THEFT OTH <$5000,10,Fredericton,711
Downtown,1503878400000,1503878400000,2140,THEFT OTH <$5000,10,Fredericton,712
Downtown,1504137600000,1504137600000,2140,THEFT OTH <$5000,10,Fredericton,713
Downtown,1504310400000,,2140,THEFT OTH <$5000,10,Fredericton,714
Downtown,1505606400000,,2140,THEFT OTH <$5000,10,Fredericton,715
Downtown,1505606400000,,2140,THEFT OTH <$5000,10,Fredericton,716
Downtown,1506211200000,,2140,THEFT OTH <$5000,10,Fredericton,717
Downtown,1507507200000,,2140,THEFT OTH <$5000,10,Fredericton,718
Downtown,1507852800000,,2140,THEFT OTH <$5000,10,Fredericton,719
Downtown,1508371200000,,2140,THEFT OTH <$5000,11,Fredericton,720
Downtown,1508716800000,,2140,THEFT OTH <$5000,10,Fredericton,721
Downtown,1502064000000,1502064000000,2130,THEFT OTH >$5000,10,Fredericton,722
Downtown,1500854400000,,2130,THEFT OVER $5000,10,Fredericton,723
Downtown,1503532800000,,2130,"THEFT,BIKE>$5000",10,Fredericton,724
Platt,1488499200000,1488585600000,2120,B&E NON-RESIDNCE,10,Fredericton,725
Platt,1491177600000,,2120,B&E NON-RESIDNCE,11,Fredericton,726
Platt,1506384000000,1506470400000,2120,B&E NON-RESIDNCE,10,Fredericton,727
Platt,1506902400000,,2120,B&E NON-RESIDNCE,10,Fredericton,728
Platt,1495843200000,1495929600000,2120,B&E OTHER,11,Fredericton,729
Platt,1498521600000,,2120,B&E OTHER,11,Fredericton,730
Platt,1498521600000,1498608000000,2120,B&E OTHER,10,Fredericton,731
Platt,1498348800000,1498867200000,2120,B&E OTHER,10,Fredericton,732
Platt,1499904000000,1499990400000,2120,B&E OTHER,11,Fredericton,733
Platt,1500595200000,,2120,B&E OTHER,10,Fredericton,734
Platt,1501200000000,,2120,B&E OTHER,11,Fredericton,735
Platt,1503792000000,1503792000000,2120,B&E OTHER,11,Fredericton,736
Platt,1503705600000,1503705600000,2120,B&E OTHER,11,Fredericton,737
Platt,1506643200000,,2120,B&E OTHER,10,Fredericton,738
Platt,1483660800000,,2120,B&E RESIDENCE,10,Fredericton,739
Platt,1488153600000,1488153600000,2120,B&E RESIDENCE,11,Fredericton,740
Platt,1488412800000,1488412800000,2120,B&E RESIDENCE,10,Fredericton,741
Platt,1490140800000,1490140800000,2120,B&E RESIDENCE,11,Fredericton,742
Platt,1491350400000,,2120,B&E RESIDENCE,10,Fredericton,743
Platt,1491177600000,1491436800000,2120,B&E RESIDENCE,10,Fredericton,744
Platt,1491696000000,,2120,B&E RESIDENCE,10,Fredericton,745
Platt,1492387200000,,2120,B&E RESIDENCE,10,Fredericton,746
Platt,1493942400000,,2120,B&E RESIDENCE,10,Fredericton,747
Platt,1495497600000,1495497600000,2120,B&E RESIDENCE,11,Fredericton,748
Platt,1498089600000,,2120,B&E RESIDENCE,10,Fredericton,749
Platt,1501545600000,,2120,B&E RESIDENCE,10,Fredericton,750
Platt,1500940800000,1501113600000,2120,B&E RESIDENCE,0,Fredericton,751
Platt,1503792000000,,2120,B&E RESIDENCE,10,Fredericton,752
Golf Club,1508112000000,1508198400000,2142,THEFT FROM MV < $5000,12,Fredericton,753
Kelly's Court Minihome Park,1502064000000,1502150400000,2170,MISCHIEF TO PROP,12,Fredericton,754
Woodstock Road,1507334400000,,2120,B&E NON-RESIDNCE,12,Fredericton,755
Woodstock Road,1499817600000,1499817600000,2120,B&E RESIDENCE,12,Fredericton,756
Woodstock Road,1499904000000,1499904000000,2120,B&E RESIDENCE,12,Fredericton,757
Woodstock Road,1499904000000,1499904000000,2120,B&E RESIDENCE,12,Fredericton,758
Woodstock Road,1500336000000,,2120,B&E RESIDENCE,12,Fredericton,759
Woodstock Road,1502668800000,1502668800000,2120,B&E RESIDENCE,12,Fredericton,760
Woodstock Road,1493510400000,,2170,MISCHIEF TO PROP,12,Fredericton,761
Woodstock Road,1502409600000,1502409600000,2135,MOTOR VEH THEFT,12,Fredericton,762
Woodstock Road,1505865600000,,2135,MOTOR VEH THEFT,12,Fredericton,763
Woodstock Road,1501632000000,1501632000000,2140,THEFT BIKE<$5000,12,Fredericton,764
Woodstock Road,1491004800000,1491004800000,2142,THEFT FROM MV < $5000,12,Fredericton,765
Woodstock Road,1494720000000,1494806400000,2142,THEFT FROM MV < $5000,12,Fredericton,766
Woodstock Road,1494979200000,1495065600000,2142,THEFT FROM MV < $5000,12,Fredericton,767
Woodstock Road,1495411200000,1495497600000,2142,THEFT FROM MV < $5000,12,Fredericton,768
Woodstock Road,1499731200000,1499817600000,2142,THEFT FROM MV < $5000,12,Fredericton,769
Woodstock Road,1500076800000,1500163200000,2142,THEFT FROM MV < $5000,12,Fredericton,770
Woodstock Road,1500163200000,1500249600000,2142,THEFT FROM MV < $5000,12,Fredericton,771
Woodstock Road,1500249600000,1500249600000,2142,THEFT FROM MV < $5000,12,Fredericton,772
Woodstock Road,1499904000000,1499904000000,2142,THEFT FROM MV < $5000,12,Fredericton,773
Woodstock Road,1503792000000,1503878400000,2142,THEFT FROM MV < $5000,12,Fredericton,774
Woodstock Road,1503878400000,1503964800000,2142,THEFT FROM MV < $5000,12,Fredericton,775
Woodstock Road,1503878400000,,2142,THEFT FROM MV < $5000,12,Fredericton,776
Woodstock Road,1503964800000,1504051200000,2142,THEFT FROM MV < $5000,0,Fredericton,777
Woodstock Road,1505865600000,1505865600000,2142,THEFT FROM MV < $5000,12,Fredericton,778
Woodstock Road,1506816000000,1506902400000,2142,THEFT FROM MV < $5000,12,Fredericton,779
Woodstock Road,1506902400000,,2142,THEFT FROM MV < $5000,12,Fredericton,780
Woodstock Road,1506902400000,,2142,THEFT FROM MV < $5000,12,Fredericton,781
Woodstock Road,1507507200000,1507593600000,2142,THEFT FROM MV < $5000,12,Fredericton,782
Woodstock Road,1485993600000,1486080000000,2140,THEFT OTH <$5000,12,Fredericton,783
Woodstock Road,1501113600000,,2140,THEFT OTH <$5000,12,Fredericton,784
Woodstock Road,1506384000000,,2140,THEFT OTH <$5000,12,Fredericton,785
Sunshine Gardens,1506643200000,1506729600000,2120,B&E OTHER,10,Fredericton,786
Sunshine Gardens,1500336000000,1500422400000,2170,MISCHIEF TO PROP,10,Fredericton,787
Sunshine Gardens,1489276800000,1489276800000,2142,THEFT FROM MV < $5000,10,Fredericton,788
Sunshine Gardens,1489276800000,1489363200000,2142,THEFT FROM MV < $5000,10,Fredericton,789
Sunshine Gardens,1489190400000,1489276800000,2142,THEFT FROM MV < $5000,10,Fredericton,790
Sunshine Gardens,1495670400000,1495756800000,2142,THEFT FROM MV < $5000,10,Fredericton,791
Sunshine Gardens,1498867200000,1498867200000,2142,THEFT FROM MV < $5000,10,Fredericton,792
Sunshine Gardens,1500076800000,1500163200000,2142,THEFT FROM MV < $5000,10,Fredericton,793
Sunshine Gardens,1506729600000,1506729600000,2142,THEFT FROM MV < $5000,10,Fredericton,794
Sunshine Gardens,1499817600000,,2140,THEFT OTH <$5000,10,Fredericton,795
Downtown,1503792000000,,2110,ARSON,10,Fredericton,796
Downtown,1501459200000,,2110,ARSON-DAM.PROP.,10,Fredericton,797
Downtown,1486857600000,,2120,B&E NON-RESIDNCE,10,Fredericton,798
Downtown,1492214400000,1492300800000,2120,B&E NON-RESIDNCE,10,Fredericton,799
Downtown,1492300800000,,2120,B&E NON-RESIDNCE,11,Fredericton,800
Platt,1501113600000,1501200000000,2140,THEFT BIKE<$5000,10,Fredericton,801
Platt,1502496000000,1502496000000,2140,THEFT BIKE<$5000,10,Fredericton,802
Platt,1502755200000,1502841600000,2140,THEFT BIKE<$5000,11,Fredericton,803
Platt,1504656000000,1504828800000,2140,THEFT BIKE<$5000,11,Fredericton,804
Platt,1505001600000,1505088000000,2140,THEFT BIKE<$5000,10,Fredericton,805
Platt,1504915200000,1505001600000,2140,THEFT BIKE<$5000,10,Fredericton,806
Platt,1507420800000,1507593600000,2140,THEFT BIKE<$5000,11,Fredericton,807
Platt,1508284800000,1508284800000,2140,THEFT BIKE<$5000,11,Fredericton,808
Platt,1508457600000,1508544000000,2140,THEFT BIKE<$5000,10,Fredericton,809
Platt,1484611200000,1484697600000,2142,THEFT FROM MV < $5000,0,Fredericton,810
Platt,1484697600000,1484784000000,2142,THEFT FROM MV < $5000,11,Fredericton,811
Platt,1484784000000,1484784000000,2142,THEFT FROM MV < $5000,11,Fredericton,812
Platt,1484784000000,1484784000000,2142,THEFT FROM MV < $5000,10,Fredericton,813
Platt,1485129600000,1485216000000,2142,THEFT FROM MV < $5000,11,Fredericton,814
Platt,1486339200000,1486425600000,2142,THEFT FROM MV < $5000,10,Fredericton,815
Platt,1488499200000,1488499200000,2142,THEFT FROM MV < $5000,10,Fredericton,816
Platt,1488412800000,1488499200000,2142,THEFT FROM MV < $5000,10,Fredericton,817
Platt,1488672000000,1488758400000,2142,THEFT FROM MV < $5000,10,Fredericton,818
Platt,1488326400000,1488585600000,2142,THEFT FROM MV < $5000,10,Fredericton,819
Platt,1490486400000,,2142,THEFT FROM MV < $5000,11,Fredericton,820
Platt,1491177600000,,2142,THEFT FROM MV < $5000,10,Fredericton,821
Platt,1493251200000,,2142,THEFT FROM MV < $5000,10,Fredericton,822
Platt,1493164800000,1493251200000,2142,THEFT FROM MV < $5000,10,Fredericton,823
Platt,1493510400000,1493596800000,2142,THEFT FROM MV < $5000,10,Fredericton,824
Platt,1494028800000,,2142,THEFT FROM MV < $5000,10,Fredericton,825
Platt,1496102400000,1496102400000,2142,THEFT FROM MV < $5000,0,Fredericton,826
Platt,1494374400000,1494460800000,2142,THEFT FROM MV < $5000,11,Fredericton,827
Platt,1496880000000,,2142,THEFT FROM MV < $5000,10,Fredericton,828
Platt,1496880000000,1497139200000,2142,THEFT FROM MV < $5000,10,Fredericton,829
Platt,1497225600000,,2142,THEFT FROM MV < $5000,10,Fredericton,830
Platt,1497225600000,1497312000000,2142,THEFT FROM MV < $5000,11,Fredericton,831
Platt,1497571200000,1497657600000,2142,THEFT FROM MV < $5000,11,Fredericton,832
Platt,1497916800000,1497916800000,2142,THEFT FROM MV < $5000,10,Fredericton,833
Platt,1498694400000,1498780800000,2142,THEFT FROM MV < $5000,11,Fredericton,834
Skyline Acrea,1505606400000,,2170,MISCHIEF TO PROP,8,Fredericton,835
Platt,1499212800000,1499212800000,2142,THEFT FROM MV < $5000,10,Fredericton,836
Platt,1499385600000,1499472000000,2142,THEFT FROM MV < $5000,11,Fredericton,837
Platt,1499731200000,1499817600000,2142,THEFT FROM MV < $5000,10,Fredericton,838
Platt,1500249600000,1500336000000,2142,THEFT FROM MV < $5000,10,Fredericton,839
Platt,1500336000000,1500422400000,2142,THEFT FROM MV < $5000,11,Fredericton,840
Platt,1500336000000,1500422400000,2142,THEFT FROM MV < $5000,10,Fredericton,841
Platt,1501286400000,1501372800000,2142,THEFT FROM MV < $5000,10,Fredericton,842
Platt,1501804800000,,2142,THEFT FROM MV < $5000,10,Fredericton,843
Platt,1503014400000,,2142,THEFT FROM MV < $5000,10,Fredericton,844
Platt,1503100800000,1503100800000,2142,THEFT FROM MV < $5000,10,Fredericton,845
Platt,1502841600000,1502928000000,2142,THEFT FROM MV < $5000,11,Fredericton,846
Platt,1503273600000,,2142,THEFT FROM MV < $5000,10,Fredericton,847
Platt,1503619200000,1503878400000,2142,THEFT FROM MV < $5000,10,Fredericton,848
Platt,1505433600000,1505520000000,2142,THEFT FROM MV < $5000,11,Fredericton,849
Platt,1508457600000,1508457600000,2142,THEFT FROM MV < $5000,10,Fredericton,850
Platt,1483401600000,,2140,THEFT OTH <$5000,10,Fredericton,851
The Hill,1506729600000,,2120,B&E RESIDENCE,10,Fredericton,852
College Hill,1488758400000,1489104000000,2120,B&E RESIDENCE,11,Fredericton,853
Platt,1498780800000,,2140,THEFT OTH <$5000,10,Fredericton,854
Platt,1483660800000,,2140,THEFT OTH <$5000,10,Fredericton,855
Southwood Park,1496448000000,1496534400000,2142,THEFT FROM MV < $5000,7,Fredericton,856
Southwood Park,1500508800000,1500595200000,2142,THEFT FROM MV < $5000,7,Fredericton,857
Southwood Park,1500595200000,1500681600000,2142,THEFT FROM MV < $5000,7,Fredericton,858
Southwood Park,1486339200000,,2140,THEFT OTH <$5000,8,Fredericton,859
Southwood Park,1489622400000,,2140,THEFT OTH <$5000,8,Fredericton,860
Southwood Park,1489708800000,,2140,THEFT OTH <$5000,8,Fredericton,861
Southwood Park,1497052800000,1497139200000,2140,THEFT OTH <$5000,8,Fredericton,862
Lincoln Heights,1496534400000,1496534400000,2120,B&E OTHER,7,Fredericton,863
Lincoln Heights,1495238400000,1495929600000,2120,B&E RESIDENCE,7,Fredericton,864
Lincoln Heights,1495238400000,1495324800000,2170,MISCHIEF TO PROP,7,Fredericton,865
Lincoln Heights,1490400000000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,866
Lincoln Heights,1490486400000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,867
Lincoln Heights,1490486400000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,868
Lincoln Heights,1490313600000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,869
Lincoln Heights,1490486400000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,870
Skyline Acrea,1505606400000,,2170,MISCHIEF TO PROP,8,Fredericton,871
Lincoln Heights,1490486400000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,872
Platt,1483833600000,1483833600000,2140,THEFT OTH <$5000,10,Fredericton,873
Platt,1502409600000,,2140,THEFT OTH <$5000,11,Fredericton,874
Skyline Acrea,1508371200000,,2170,MISCHIEF TO PROP,8,Fredericton,875
Lincoln Heights,1490486400000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,876
Platt,1483920000000,,2140,THEFT OTH <$5000,10,Fredericton,877
Platt,1502841600000,1502841600000,2140,THEFT OTH <$5000,10,Fredericton,878
College Hill,1489449600000,,2120,B&E RESIDENCE,11,Fredericton,879
The Hill,1485561600000,1489276800000,2121,B&E STEAL FIREAR,10,Fredericton,880
Skyline Acrea,1490745600000,1490745600000,2142,THEFT FROM MV < $5000,8,Fredericton,881
Lincoln Heights,1490572800000,1490572800000,2142,THEFT FROM MV < $5000,7,Fredericton,882
Platt,1484265600000,,2140,THEFT OTH <$5000,11,Fredericton,883
Platt,1502841600000,,2140,THEFT OTH <$5000,10,Fredericton,884
College Hill,1489363200000,1489363200000,2120,B&E RESIDENCE,11,Fredericton,885
The Hill,1486166400000,1486252800000,2170,MISCHIEF TO PROP,9,Fredericton,886
Skyline Acrea,1491609600000,,2142,THEFT FROM MV < $5000,8,Fredericton,887
Lincoln Heights,1503014400000,1503187200000,2142,THEFT FROM MV < $5000,7,Fredericton,888
Platt,1484352000000,,2140,THEFT OTH <$5000,11,Fredericton,889
Platt,1503619200000,,2140,THEFT OTH <$5000,10,Fredericton,890
College Hill,1492214400000,1492300800000,2120,B&E RESIDENCE,9,Fredericton,891
The Hill,1490745600000,1490745600000,2170,MISCHIEF TO PROP,9,Fredericton,892
Skyline Acrea,1491523200000,1491609600000,2142,THEFT FROM MV < $5000,8,Fredericton,893
Lincoln Heights,1503187200000,,2142,THEFT FROM MV < $5000,7,Fredericton,894
Platt,1484438400000,,2140,THEFT OTH <$5000,11,Fredericton,895
Platt,1501804800000,,2140,THEFT OTH <$5000,10,Fredericton,896
College Hill,1492473600000,,2120,B&E RESIDENCE,11,Fredericton,897
The Hill,1497571200000,1497571200000,2170,MISCHIEF TO PROP,10,Fredericton,898
Skyline Acrea,1494633600000,1494720000000,2142,THEFT FROM MV < $5000,8,Fredericton,899
Skyline Acrea,1495497600000,1495497600000,2142,THEFT FROM MV < $5000,8,Fredericton,900
Skyline Acrea,1495411200000,1495497600000,2142,THEFT FROM MV < $5000,8,Fredericton,901
Skyline Acrea,1496620800000,1496707200000,2142,THEFT FROM MV < $5000,8,Fredericton,902
Skyline Acrea,1497312000000,1497398400000,2142,THEFT FROM MV < $5000,8,Fredericton,903
Skyline Acrea,1497744000000,1497744000000,2142,THEFT FROM MV < $5000,8,Fredericton,904
Skyline Acrea,1497657600000,1497916800000,2142,THEFT FROM MV < $5000,8,Fredericton,905
Skyline Acrea,1498608000000,1498694400000,2142,THEFT FROM MV < $5000,8,Fredericton,906
Skyline Acrea,1500940800000,1500940800000,2142,THEFT FROM MV < $5000,8,Fredericton,907
Skyline Acrea,1497916800000,1498003200000,2142,THEFT FROM MV < $5000,8,Fredericton,908
Skyline Acrea,1493251200000,,2140,THEFT OTH <$5000,8,Fredericton,909
Skyline Acrea,1496102400000,1496188800000,2140,THEFT OTH <$5000,8,Fredericton,910
Skyline Acrea,1502928000000,1502928000000,2140,THEFT OTH <$5000,8,Fredericton,911
Poet's Hill,1487548800000,,2120,B&E RESIDENCE,8,Fredericton,912
Poet's Hill,1499904000000,1499904000000,2170,MISCHIEF TO PROP,8,Fredericton,913
Poet's Hill,1494806400000,1494806400000,2142,THEFT FROM MV < $5000,8,Fredericton,914
Poet's Hill,1503360000000,1503446400000,2142,THEFT FROM MV < $5000,8,Fredericton,915
Dun's Crossing,1484092800000,,2120,B&E RESIDENCE,8,Fredericton,916
Dun's Crossing,1484524800000,,2170,MISCHIEF TO PROP,8,Fredericton,917
Dun's Crossing,1492300800000,,2170,MISCHIEF TO PROP,8,Fredericton,918
Dun's Crossing,1498694400000,,2170,MISCHIEF TO PROP,8,Fredericton,919
Dun's Crossing,1500681600000,,2170,MISCHIEF TO PROP,8,Fredericton,920
Dun's Crossing,1506643200000,1506729600000,2170,MISCHIEF TO PROP,8,Fredericton,921
Dun's Crossing,1508716800000,1508716800000,2135,MOTOR VEH THEFT,8,Fredericton,922
Dun's Crossing,1485734400000,,2142,THEFT FROM MV < $5000,8,Fredericton,923
Dun's Crossing,1486252800000,1486252800000,2142,THEFT FROM MV < $5000,8,Fredericton,924
Dun's Crossing,1491004800000,1491091200000,2142,THEFT FROM MV < $5000,8,Fredericton,925
Dun's Crossing,1496448000000,1496534400000,2142,THEFT FROM MV < $5000,8,Fredericton,926
Dun's Crossing,1496620800000,1496620800000,2142,THEFT FROM MV < $5000,8,Fredericton,927
Dun's Crossing,1498867200000,1498953600000,2142,THEFT FROM MV < $5000,8,Fredericton,928
Dun's Crossing,1499299200000,1499385600000,2142,THEFT FROM MV < $5000,8,Fredericton,929
Dun's Crossing,1500595200000,,2142,THEFT FROM MV < $5000,8,Fredericton,930
Dun's Crossing,1501891200000,,2142,THEFT FROM MV < $5000,8,Fredericton,931
Dun's Crossing,1487808000000,1487808000000,2140,THEFT OTH <$5000,8,Fredericton,932
Dun's Crossing,1503187200000,1503792000000,2140,THEFT OTH <$5000,8,Fredericton,933
Southwood Park,1496275200000,,2120,B&E RESIDENCE,7,Fredericton,934
Southwood Park,1498608000000,,2120,B&E RESIDENCE,7,Fredericton,935
Southwood Park,1496880000000,,2170,MISCHIEF TO PROP,7,Fredericton,936
Southwood Park,1496361600000,1496448000000,2135,MOTOR VEH THEFT,7,Fredericton,937
Southwood Park,1498694400000,1498694400000,2140,THEFT BIKE<$5000,7,Fredericton,938
Southwood Park,1486166400000,1486252800000,2142,THEFT FROM MV < $5000,7,Fredericton,939
Southwood Park,1489449600000,1489449600000,2142,THEFT FROM MV < $5000,7,Fredericton,940
Southwood Park,1490745600000,,2142,THEFT FROM MV < $5000,7,Fredericton,941
Southwood Park,1496534400000,,2142,THEFT FROM MV < $5000,7,Fredericton,942
The Hill,1498348800000,,2170,MISCHIEF TO PROP,9,Fredericton,943
The Hill,1500681600000,,2170,MISCHIEF TO PROP,9,Fredericton,944
The Hill,1503446400000,,2170,MISCHIEF TO PROP,9,Fredericton,945
The Hill,1507593600000,1507593600000,2170,MISCHIEF TO PROP,11,Fredericton,946
The Hill,1490745600000,1490745600000,2142,THEFT FROM MV < $5000,9,Fredericton,947
The Hill,1490832000000,,2142,THEFT FROM MV < $5000,9,Fredericton,948
The Hill,1491782400000,1491782400000,2142,THEFT FROM MV < $5000,9,Fredericton,949
The Hill,1491696000000,1491782400000,2142,THEFT FROM MV < $5000,10,Fredericton,950
The Hill,1495065600000,1495065600000,2142,THEFT FROM MV < $5000,10,Fredericton,951
The Hill,1494633600000,,2142,THEFT FROM MV < $5000,11,Fredericton,952
The Hill,1499212800000,1499299200000,2142,THEFT FROM MV < $5000,9,Fredericton,953
The Hugh John Flemming Forestry Center,1506384000000,1506470400000,2120,B&E OTHER,11,Fredericton,954
The Hill,1500249600000,1500336000000,2142,THEFT FROM MV < $5000,10,Fredericton,955
The Hill,1502236800000,1502236800000,2142,THEFT FROM MV < $5000,10,Fredericton,956
The Hill,1502409600000,1502496000000,2142,THEFT FROM MV < $5000,9,Fredericton,957
The Hill,1502323200000,1502841600000,2142,THEFT FROM MV < $5000,9,Fredericton,958
The Hill,1485129600000,1485129600000,2140,THEFT OTH <$5000,10,Fredericton,959
The Hill,1487376000000,,2140,THEFT OTH <$5000,9,Fredericton,960
The Hill,1486684800000,1487548800000,2140,THEFT OTH <$5000,10,Fredericton,961
The Hill,1495238400000,,2140,THEFT OTH <$5000,10,Fredericton,962
The Hill,1495411200000,,2140,THEFT OTH <$5000,9,Fredericton,963
The Hill,1498780800000,,2140,THEFT OTH <$5000,9,Fredericton,964
The Hill,1505260800000,,2140,THEFT OTH <$5000,10,Fredericton,965
The Hill,1506470400000,,2140,THEFT OTH <$5000,9,Fredericton,966
The Hill,1504569600000,1507939200000,2140,THEFT OTH <$5000,9,Fredericton,967
The Hill,1507939200000,,2140,THEFT OTH <$5000,10,Fredericton,968
Forest Hill,1484611200000,1484697600000,2120,B&E NON-RESIDNCE,8,Fredericton,969
Forest Hill,1484006400000,1484092800000,2142,THEFT FROM MV < $5000,8,Fredericton,970
Forest Hill,1484265600000,1484265600000,2142,THEFT FROM MV < $5000,8,Fredericton,971
Forest Hill,1497139200000,,2142,THEFT FROM MV < $5000,8,Fredericton,972
Forest Hill,1497139200000,1497139200000,2142,THEFT FROM MV < $5000,8,Fredericton,973
Forest Hill,1498521600000,1498608000000,2142,THEFT FROM MV < $5000,8,Fredericton,974
Forest Hill,1501891200000,,2142,THEFT FROM MV < $5000,8,Fredericton,975
Forest Hill,1498521600000,1498608000000,2142,THEFT FROM MV < $5000,8,Fredericton,976
Forest Hill,1501459200000,1501545600000,2142,THEFT FROM MV < $5000,8,Fredericton,977
Forest Hill,1494892800000,,2140,THEFT OTH <$5000,8,Fredericton,978
Forest Hill,1500422400000,1500422400000,2140,THEFT OTH <$5000,8,Fredericton,979
Forest Hill,1506729600000,,2140,THEFT OTH <$5000,8,Fredericton,980
Skyline Acrea,1497398400000,,2110,ARSON,8,Fredericton,981
Skyline Acrea,1483920000000,1484092800000,2120,B&E NON-RESIDNCE,8,Fredericton,982
Skyline Acrea,1501718400000,,2120,B&E OTHER,8,Fredericton,983
Skyline Acrea,1497398400000,,2120,B&E RESIDENCE,8,Fredericton,984
Skyline Acrea,1505520000000,,2120,B&E RESIDENCE,8,Fredericton,985
Skyline Acrea,1497052800000,1497139200000,2170,MISCHIEF TO PROP,8,Fredericton,986
Skyline Acrea,1498953600000,1499385600000,2170,MISCHIEF TO PROP,8,Fredericton,987
Skyline Acrea,1503360000000,1503360000000,2170,MISCHIEF TO PROP,8,Fredericton,988
College Hill,1493769600000,,2120,B&E RESIDENCE,11,Fredericton,989
Lincoln Heights,1507507200000,1507507200000,2142,THEFT FROM MV < $5000,7,Fredericton,990
Platt,1484524800000,1484611200000,2140,THEFT OTH <$5000,10,Fredericton,991
Platt,1504224000000,1504310400000,2140,THEFT OTH <$5000,10,Fredericton,992
Platt,1504656000000,,2140,THEFT OTH <$5000,10,Fredericton,993
Knowledge Park,,,0, ,0, ,994
Platt,1504569600000,1504656000000,2140,THEFT OTH <$5000,10,Fredericton,995
Platt,1504742400000,1504828800000,2140,THEFT OTH <$5000,10,Fredericton,996
Diamond Street,1491696000000,1491782400000,2142,THEFT FROM MV < $5000,1,Fredericton,997
Platt,1504656000000,1504742400000,2140,THEFT OTH <$5000,10,Fredericton,998
Platt,1484784000000,,2140,THEFT OTH <$5000,11,Fredericton,999
Grasse Circle,,,0, ,0, ,1000
Platt,1504915200000,1505001600000,2140,THEFT OTH <$5000,10,Fredericton,1001
Platt,1483833600000,,2140,THEFT OTH <$5000,11,Fredericton,1002
Lincoln,1494979200000,,2120,B&E NON-RESIDNCE,7,Fredericton,1003
College Hill,1495843200000,1495929600000,2120,B&E RESIDENCE,11,Fredericton,1004
Brookside Estates,1505347200000,1505433600000,2120,B&E NON-RESIDNCE,2,Fredericton,1005
